seed,pair_id,retained,role,rank_training,evaluation,unused_after_eval_cap
20260806,85,True,unused_after_eval_cap,False,False,True
20260806,86,True,unused_after_eval_cap,False,False,True
20260806,87,True,evaluation,False,True,False
20260806,88,True,evaluation,False,True,False
20260806,89,True,evaluation,False,True,False
20260806,90,True,evaluation,False,True,False
20260806,91,True,evaluation,False,True,False
20260806,92,True,evaluation,False,True,False
20260806,93,True,evaluation,False,True,False
20260806,94,True,rank_training,True,False,False
20260806,95,True,evaluation,False,True,False
20260806,96,True,unused_after_eval_cap,False,False,True
20260806,97,True,unused_after_eval_cap,False,False,True
20260806,98,True,evaluation,False,True,False
20260806,99,True,evaluation,False,True,False
20260806,100,True,evaluation,False,True,False
20260806,101,True,evaluation,False,True,False
20260806,102,True,unused_after_eval_cap,False,False,True
20260806,103,True,rank_training,True,False,False
20260806,104,True,evaluation,False,True,False
20260806,105,True,evaluation,False,True,False
20260806,106,True,unused_after_eval_cap,False,False,True
20260806,107,True,rank_training,True,False,False
20260806,108,True,evaluation,False,True,False
20260806,109,True,evaluation,False,True,False
20260806,110,True,rank_training,True,False,False
20260806,111,True,evaluation,False,True,False
20260806,112,True,rank_training,True,False,False
20260806,113,True,evaluation,False,True,False
20260806,114,True,unused_after_eval_cap,False,False,True
20260806,115,True,evaluation,False,True,False
20260806,116,True,unused_after_eval_cap,False,False,True
20260806,117,True,evaluation,False,True,False
20260806,118,True,evaluation,False,True,False
20260806,120,True,evaluation,False,True,False
20260806,121,True,rank_training,True,False,False
20260806,122,True,evaluation,False,True,False
20260806,123,True,evaluation,False,True,False
20260806,124,True,evaluation,False,True,False
20260806,125,True,evaluation,False,True,False
20260806,126,True,evaluation,False,True,False
20260806,127,True,evaluation,False,True,False
20260806,128,True,rank_training,True,False,False
20260806,129,True,evaluation,False,True,False
20260806,130,True,evaluation,False,True,False
20260806,131,True,evaluation,False,True,False
20260806,132,True,unused_after_eval_cap,False,False,True
20260806,133,True,evaluation,False,True,False
20260806,134,True,evaluation,False,True,False
20260806,135,True,evaluation,False,True,False
20260806,136,True,rank_training,True,False,False
20260806,137,True,unused_after_eval_cap,False,False,True
20260806,138,True,evaluation,False,True,False
20260806,140,True,evaluation,False,True,False
20260806,141,True,evaluation,False,True,False
20260806,142,True,unused_after_eval_cap,False,False,True
20260806,143,True,rank_training,True,False,False
20260806,144,True,unused_after_eval_cap,False,False,True
20260806,145,True,rank_training,True,False,False
20260806,146,True,unused_after_eval_cap,False,False,True
20260806,147,True,rank_training,True,False,False
20260806,148,True,rank_training,True,False,False
20260806,149,True,unused_after_eval_cap,False,False,True
20260806,150,True,evaluation,False,True,False
20260806,151,True,evaluation,False,True,False
20260806,152,True,evaluation,False,True,False
20260806,153,True,evaluation,False,True,False
20260806,154,True,evaluation,False,True,False
20260806,155,True,rank_training,True,False,False
20260806,156,True,evaluation,False,True,False
20260806,157,True,evaluation,False,True,False
20260806,158,True,evaluation,False,True,False
20260806,159,True,rank_training,True,False,False
20260806,160,True,evaluation,False,True,False
20260806,161,True,rank_training,True,False,False
20260806,162,True,evaluation,False,True,False
20260806,163,True,evaluation,False,True,False
20260806,164,True,evaluation,False,True,False
20260806,165,True,evaluation,False,True,False
20260806,166,True,evaluation,False,True,False
20260806,167,True,evaluation,False,True,False
20260806,168,True,unused_after_eval_cap,False,False,True
20260806,169,True,evaluation,False,True,False
20260806,170,True,evaluation,False,True,False
20260806,171,True,evaluation,False,True,False
20260806,172,True,rank_training,True,False,False
20260806,173,True,evaluation,False,True,False
20260806,174,True,evaluation,False,True,False
20260806,175,True,evaluation,False,True,False
20260806,176,True,evaluation,False,True,False
20260806,177,True,rank_training,True,False,False
20260806,178,True,evaluation,False,True,False
20260806,179,True,evaluation,False,True,False
20260806,180,True,rank_training,True,False,False
20260806,181,True,evaluation,False,True,False
20260806,182,True,unused_after_eval_cap,False,False,True
20260806,183,True,evaluation,False,True,False
20260806,184,True,evaluation,False,True,False
20260806,185,True,evaluation,False,True,False
20260806,186,True,evaluation,False,True,False
20260806,187,True,evaluation,False,True,False
20260806,188,True,evaluation,False,True,False
20260806,189,True,evaluation,False,True,False
20260806,190,True,rank_training,True,False,False
20260806,191,True,evaluation,False,True,False
20260806,192,True,unused_after_eval_cap,False,False,True
20260806,193,True,evaluation,False,True,False
20260806,194,True,rank_training,True,False,False
20260806,195,True,rank_training,True,False,False
20260806,196,True,evaluation,False,True,False
20260806,197,True,rank_training,True,False,False
20260806,198,True,rank_training,True,False,False
20260806,199,True,evaluation,False,True,False
20260806,200,True,unused_after_eval_cap,False,False,True
20260806,201,True,evaluation,False,True,False
20260806,202,True,evaluation,False,True,False
20260806,203,True,rank_training,True,False,False
20260806,204,True,evaluation,False,True,False
20260806,205,True,evaluation,False,True,False
20260806,206,True,evaluation,False,True,False
20260806,207,True,evaluation,False,True,False
20260806,208,True,evaluation,False,True,False
20260806,209,True,evaluation,False,True,False
20260806,210,True,unused_after_eval_cap,False,False,True
20260806,211,True,evaluation,False,True,False
20260806,212,True,unused_after_eval_cap,False,False,True
20260806,213,True,rank_training,True,False,False
20260806,214,True,evaluation,False,True,False
20260806,215,True,unused_after_eval_cap,False,False,True
20260806,216,True,evaluation,False,True,False
20260806,217,True,unused_after_eval_cap,False,False,True
20260806,218,True,evaluation,False,True,False
20260806,219,True,rank_training,True,False,False
20260806,220,True,rank_training,True,False,False
20260806,221,True,rank_training,True,False,False
20260806,222,True,unused_after_eval_cap,False,False,True
20260806,223,True,unused_after_eval_cap,False,False,True
20260806,224,True,rank_training,True,False,False
20260806,225,True,evaluation,False,True,False
20260806,226,True,evaluation,False,True,False
20260806,227,True,evaluation,False,True,False
20260806,229,True,evaluation,False,True,False
20260806,230,True,unused_after_eval_cap,False,False,True
20260806,231,True,evaluation,False,True,False
20260806,232,True,evaluation,False,True,False
20260806,233,True,evaluation,False,True,False
20260806,235,True,evaluation,False,True,False
20260806,236,True,evaluation,False,True,False
20260806,237,True,rank_training,True,False,False
20260806,238,True,unused_after_eval_cap,False,False,True
20260806,239,True,evaluation,False,True,False
20260807,0,True,evaluation,False,True,False
20260807,1,True,evaluation,False,True,False
20260807,2,True,evaluation,False,True,False
20260807,3,True,evaluation,False,True,False
20260807,4,True,evaluation,False,True,False
20260807,5,True,evaluation,False,True,False
20260807,6,True,evaluation,False,True,False
20260807,7,True,evaluation,False,True,False
20260807,8,True,evaluation,False,True,False
20260807,9,True,evaluation,False,True,False
20260807,10,True,unused_after_eval_cap,False,False,True
20260807,11,True,evaluation,False,True,False
20260807,12,True,evaluation,False,True,False
20260807,13,True,rank_training,True,False,False
20260807,14,True,rank_training,True,False,False
20260807,15,True,evaluation,False,True,False
20260807,16,True,unused_after_eval_cap,False,False,True
20260807,17,True,unused_after_eval_cap,False,False,True
20260807,18,True,rank_training,True,False,False
20260807,19,True,evaluation,False,True,False
20260807,20,True,evaluation,False,True,False
20260807,21,True,rank_training,True,False,False
20260807,22,True,evaluation,False,True,False
20260807,23,True,unused_after_eval_cap,False,False,True
20260807,24,True,unused_after_eval_cap,False,False,True
20260807,25,True,evaluation,False,True,False
20260807,26,True,evaluation,False,True,False
20260807,27,True,evaluation,False,True,False
20260807,28,True,rank_training,True,False,False
20260807,29,True,rank_training,True,False,False
20260807,30,True,unused_after_eval_cap,False,False,True
20260807,31,True,evaluation,False,True,False
20260807,32,True,unused_after_eval_cap,False,False,True
20260807,34,True,unused_after_eval_cap,False,False,True
20260807,35,True,rank_training,True,False,False
20260807,36,True,evaluation,False,True,False
20260807,37,True,rank_training,True,False,False
20260807,38,True,evaluation,False,True,False
20260807,39,True,unused_after_eval_cap,False,False,True
20260807,40,True,evaluation,False,True,False
20260807,41,True,unused_after_eval_cap,False,False,True
20260807,42,True,evaluation,False,True,False
20260807,43,True,evaluation,False,True,False
20260807,44,True,rank_training,True,False,False
20260807,45,True,evaluation,False,True,False
20260807,46,True,evaluation,False,True,False
20260807,47,True,unused_after_eval_cap,False,False,True
20260807,48,True,evaluation,False,True,False
20260807,49,True,evaluation,False,True,False
20260807,50,True,evaluation,False,True,False
20260807,51,True,evaluation,False,True,False
20260807,52,True,evaluation,False,True,False
20260807,53,True,rank_training,True,False,False
20260807,54,True,rank_training,True,False,False
20260807,55,True,unused_after_eval_cap,False,False,True
20260807,56,True,evaluation,False,True,False
20260807,57,True,evaluation,False,True,False
20260807,58,True,evaluation,False,True,False
20260807,59,True,rank_training,True,False,False
20260807,60,True,evaluation,False,True,False
20260807,61,True,evaluation,False,True,False
20260807,62,True,evaluation,False,True,False
20260807,63,True,evaluation,False,True,False
20260807,64,True,evaluation,False,True,False
20260807,65,True,unused_after_eval_cap,False,False,True
20260807,66,True,evaluation,False,True,False
20260807,67,True,rank_training,True,False,False
20260807,68,True,evaluation,False,True,False
20260807,69,True,evaluation,False,True,False
20260807,71,True,evaluation,False,True,False
20260807,72,True,evaluation,False,True,False
20260807,73,True,rank_training,True,False,False
20260807,74,True,rank_training,True,False,False
20260807,75,True,evaluation,False,True,False
20260807,76,True,evaluation,False,True,False
20260807,77,True,evaluation,False,True,False
20260807,78,True,rank_training,True,False,False
20260807,79,True,evaluation,False,True,False
20260807,80,True,evaluation,False,True,False
20260807,81,True,unused_after_eval_cap,False,False,True
20260807,82,True,evaluation,False,True,False
20260807,83,True,evaluation,False,True,False
20260807,84,True,evaluation,False,True,False
20260807,85,True,evaluation,False,True,False
20260807,86,True,evaluation,False,True,False
20260807,87,True,evaluation,False,True,False
20260807,88,True,evaluation,False,True,False
20260807,89,True,evaluation,False,True,False
20260807,90,True,unused_after_eval_cap,False,False,True
20260807,91,True,evaluation,False,True,False
20260807,92,True,unused_after_eval_cap,False,False,True
20260807,93,True,unused_after_eval_cap,False,False,True
20260807,94,True,unused_after_eval_cap,False,False,True
20260807,95,True,evaluation,False,True,False
20260807,96,True,rank_training,True,False,False
20260807,97,True,rank_training,True,False,False
20260807,98,True,evaluation,False,True,False
20260807,99,True,evaluation,False,True,False
20260807,100,True,rank_training,True,False,False
20260807,101,True,evaluation,False,True,False
20260807,102,True,evaluation,False,True,False
20260807,103,True,evaluation,False,True,False
20260807,104,True,evaluation,False,True,False
20260807,105,True,evaluation,False,True,False
20260807,106,True,evaluation,False,True,False
20260807,107,True,evaluation,False,True,False
20260807,108,True,evaluation,False,True,False
20260807,109,True,evaluation,False,True,False
20260807,110,True,evaluation,False,True,False
20260807,111,True,evaluation,False,True,False
20260807,112,True,evaluation,False,True,False
20260807,113,True,evaluation,False,True,False
20260807,115,True,evaluation,False,True,False
20260807,116,True,evaluation,False,True,False
20260807,117,True,evaluation,False,True,False
20260807,118,True,evaluation,False,True,False
20260807,119,True,evaluation,False,True,False
20260807,120,True,unused_after_eval_cap,False,False,True
20260807,121,True,evaluation,False,True,False
20260807,122,True,evaluation,False,True,False
20260807,123,True,evaluation,False,True,False
20260807,124,True,rank_training,True,False,False
20260807,125,True,evaluation,False,True,False
20260807,126,True,unused_after_eval_cap,False,False,True
20260807,127,True,rank_training,True,False,False
20260807,128,True,evaluation,False,True,False
20260807,129,True,evaluation,False,True,False
20260807,131,True,unused_after_eval_cap,False,False,True
20260807,132,True,rank_training,True,False,False
20260807,133,True,rank_training,True,False,False
20260807,134,True,unused_after_eval_cap,False,False,True
20260807,135,True,evaluation,False,True,False
20260807,136,True,unused_after_eval_cap,False,False,True
20260807,137,True,rank_training,True,False,False
20260807,138,True,rank_training,True,False,False
20260807,139,True,evaluation,False,True,False
20260807,140,True,unused_after_eval_cap,False,False,True
20260807,141,True,evaluation,False,True,False
20260807,142,True,evaluation,False,True,False
20260807,143,True,evaluation,False,True,False
20260807,144,True,evaluation,False,True,False
20260807,145,True,evaluation,False,True,False
20260807,146,True,evaluation,False,True,False
20260807,147,True,evaluation,False,True,False
20260807,148,True,evaluation,False,True,False
20260807,149,True,evaluation,False,True,False
20260807,150,True,evaluation,False,True,False
20260807,151,True,evaluation,False,True,False
20260807,152,True,evaluation,False,True,False
20260807,153,True,evaluation,False,True,False
20260807,154,True,rank_training,True,False,False
20260807,155,True,evaluation,False,True,False
20260807,156,True,rank_training,True,False,False
20260807,157,True,unused_after_eval_cap,False,False,True
20260807,158,True,rank_training,True,False,False
20260807,159,True,evaluation,False,True,False
20260807,160,True,evaluation,False,True,False
20260807,161,True,unused_after_eval_cap,False,False,True
20260807,162,True,rank_training,True,False,False
20260807,163,True,unused_after_eval_cap,False,False,True
20260807,164,True,rank_training,True,False,False
20260807,165,True,unused_after_eval_cap,False,False,True
20260807,166,True,evaluation,False,True,False
20260807,167,True,rank_training,True,False,False
20260807,168,True,evaluation,False,True,False
20260807,169,True,evaluation,False,True,False
20260807,170,True,evaluation,False,True,False
20260807,171,True,evaluation,False,True,False
20260807,172,True,evaluation,False,True,False
20260807,173,True,unused_after_eval_cap,False,False,True
20260807,174,True,evaluation,False,True,False
20260807,175,True,evaluation,False,True,False
20260807,176,True,unused_after_eval_cap,False,False,True
20260807,177,True,evaluation,False,True,False
20260807,178,True,unused_after_eval_cap,False,False,True
20260807,179,True,evaluation,False,True,False
20260807,180,True,evaluation,False,True,False
20260807,181,True,unused_after_eval_cap,False,False,True
20260807,182,True,evaluation,False,True,False
20260807,183,True,evaluation,False,True,False
20260807,184,True,evaluation,False,True,False
20260807,185,True,unused_after_eval_cap,False,False,True
20260807,186,True,evaluation,False,True,False
20260807,187,True,evaluation,False,True,False
20260807,188,True,unused_after_eval_cap,False,False,True
20260807,189,True,unused_after_eval_cap,False,False,True
20260807,190,True,rank_training,True,False,False
20260807,191,True,rank_training,True,False,False
20260807,192,True,evaluation,False,True,False
20260807,193,True,unused_after_eval_cap,False,False,True
20260807,194,True,unused_after_eval_cap,False,False,True
20260807,195,True,evaluation,False,True,False
20260807,196,True,evaluation,False,True,False
20260807,197,True,evaluation,False,True,False
20260807,198,True,unused_after_eval_cap,False,False,True
20260807,199,True,evaluation,False,True,False
20260807,200,True,evaluation,False,True,False
20260807,201,True,rank_training,True,False,False
20260807,203,True,evaluation,False,True,False
20260807,204,True,rank_training,True,False,False
20260807,205,True,unused_after_eval_cap,False,False,True
20260807,206,True,evaluation,False,True,False
20260807,207,True,evaluation,False,True,False
20260807,208,True,rank_training,True,False,False
20260807,209,True,evaluation,False,True,False
20260807,210,True,evaluation,False,True,False
20260807,211,True,evaluation,False,True,False
20260807,212,True,rank_training,True,False,False
20260807,213,True,unused_after_eval_cap,False,False,True
20260807,214,True,evaluation,False,True,False
20260807,215,True,unused_after_eval_cap,False,False,True
20260807,216,True,unused_after_eval_cap,False,False,True
20260807,217,True,rank_training,True,False,False
20260807,218,True,unused_after_eval_cap,False,False,True
20260807,219,True,evaluation,False,True,False
20260807,220,True,evaluation,False,True,False
20260807,221,True,evaluation,False,True,False
20260807,222,True,evaluation,False,True,False
20260807,223,True,rank_training,True,False,False
20260807,224,True,evaluation,False,True,False
20260807,225,True,evaluation,False,True,False
20260807,226,True,evaluation,False,True,False
20260807,227,True,evaluation,False,True,False
20260807,228,True,evaluation,False,True,False
20260807,229,True,rank_training,True,False,False
20260807,230,True,evaluation,False,True,False
20260807,231,True,evaluation,False,True,False
20260807,232,True,unused_after_eval_cap,False,False,True
20260807,233,True,evaluation,False,True,False
20260807,234,True,evaluation,False,True,False
20260807,235,True,evaluation,False,True,False
20260807,236,True,unused_after_eval_cap,False,False,True
20260807,237,True,evaluation,False,True,False
20260807,238,True,evaluation,False,True,False
20260807,239,True,evaluation,False,True,False
20260808,0,True,unused_after_eval_cap,False,False,True
20260808,1,True,evaluation,False,True,False
20260808,2,True,evaluation,False,True,False
20260808,3,True,evaluation,False,True,False
20260808,4,True,evaluation,False,True,False
20260808,5,True,evaluation,False,True,False
20260808,6,True,evaluation,False,True,False
20260808,7,True,rank_training,True,False,False
20260808,8,True,evaluation,False,True,False
20260808,9,True,evaluation,False,True,False
20260808,10,True,rank_training,True,False,False
20260808,11,True,evaluation,False,True,False
20260808,12,True,evaluation,False,True,False
20260808,13,True,unused_after_eval_cap,False,False,True
20260808,14,True,rank_training,True,False,False
20260808,15,True,unused_after_eval_cap,False,False,True
20260808,16,True,unused_after_eval_cap,False,False,True
20260808,17,True,unused_after_eval_cap,False,False,True
20260808,18,True,evaluation,False,True,False
20260808,19,True,rank_training,True,False,False
20260808,20,True,rank_training,True,False,False
20260808,21,True,evaluation,False,True,False
20260808,22,True,evaluation,False,True,False
20260808,23,True,evaluation,False,True,False
20260808,24,True,unused_after_eval_cap,False,False,True
20260808,25,True,evaluation,False,True,False
20260808,26,True,evaluation,False,True,False
20260808,27,True,evaluation,False,True,False
20260808,28,True,evaluation,False,True,False
20260808,29,True,evaluation,False,True,False
20260808,30,True,evaluation,False,True,False
20260808,31,True,evaluation,False,True,False
20260808,32,True,evaluation,False,True,False
20260808,33,True,evaluation,False,True,False
20260808,34,True,rank_training,True,False,False
20260808,35,True,evaluation,False,True,False
20260808,36,True,evaluation,False,True,False
20260808,37,True,unused_after_eval_cap,False,False,True
20260808,38,True,evaluation,False,True,False
20260808,39,True,evaluation,False,True,False
20260808,40,True,evaluation,False,True,False
20260808,41,True,evaluation,False,True,False
20260808,42,True,evaluation,False,True,False
20260808,43,True,evaluation,False,True,False
20260808,44,True,evaluation,False,True,False
20260808,45,True,evaluation,False,True,False
20260808,46,True,evaluation,False,True,False
20260808,47,True,evaluation,False,True,False
20260808,48,True,unused_after_eval_cap,False,False,True
20260808,49,True,evaluation,False,True,False
20260808,50,True,evaluation,False,True,False
20260808,51,True,evaluation,False,True,False
20260808,52,True,evaluation,False,True,False
20260808,53,True,evaluation,False,True,False
20260808,54,True,unused_after_eval_cap,False,False,True
20260808,55,True,evaluation,False,True,False
20260808,56,True,evaluation,False,True,False
20260808,57,True,evaluation,False,True,False
20260808,58,True,rank_training,True,False,False
20260808,59,True,evaluation,False,True,False
20260808,61,True,unused_after_eval_cap,False,False,True
20260808,62,True,evaluation,False,True,False
20260808,63,True,unused_after_eval_cap,False,False,True
20260808,65,True,evaluation,False,True,False
20260808,66,True,evaluation,False,True,False
20260808,67,True,evaluation,False,True,False
20260808,68,True,rank_training,True,False,False
20260808,69,True,evaluation,False,True,False
20260808,70,True,rank_training,True,False,False
20260808,71,True,evaluation,False,True,False
20260808,72,True,evaluation,False,True,False
20260808,73,True,evaluation,False,True,False
20260808,74,True,evaluation,False,True,False
20260808,75,True,rank_training,True,False,False
20260808,76,True,evaluation,False,True,False
20260808,77,True,unused_after_eval_cap,False,False,True
20260808,78,True,evaluation,False,True,False
20260808,79,True,evaluation,False,True,False
20260808,80,True,evaluation,False,True,False
20260808,81,True,evaluation,False,True,False
20260808,82,True,rank_training,True,False,False
20260808,83,True,evaluation,False,True,False
20260808,85,True,evaluation,False,True,False
20260808,87,True,evaluation,False,True,False
20260808,88,True,unused_after_eval_cap,False,False,True
20260808,89,True,evaluation,False,True,False
20260808,91,True,evaluation,False,True,False
20260808,92,True,evaluation,False,True,False
20260808,93,True,evaluation,False,True,False
20260808,94,True,rank_training,True,False,False
20260808,95,True,evaluation,False,True,False
20260808,96,True,evaluation,False,True,False
20260808,97,True,evaluation,False,True,False
20260808,98,True,evaluation,False,True,False
20260808,99,True,rank_training,True,False,False
20260808,100,True,evaluation,False,True,False
20260808,101,True,evaluation,False,True,False
20260808,102,True,evaluation,False,True,False
20260808,103,True,rank_training,True,False,False
20260808,104,True,evaluation,False,True,False
20260808,105,True,evaluation,False,True,False
20260808,106,True,rank_training,True,False,False
20260808,107,True,evaluation,False,True,False
20260808,108,True,evaluation,False,True,False
20260808,109,True,evaluation,False,True,False
20260808,110,True,unused_after_eval_cap,False,False,True
20260808,111,True,unused_after_eval_cap,False,False,True
20260808,112,True,rank_training,True,False,False
20260808,113,True,evaluation,False,True,False
20260808,114,True,unused_after_eval_cap,False,False,True
20260808,115,True,evaluation,False,True,False
20260808,116,True,evaluation,False,True,False
20260808,117,True,unused_after_eval_cap,False,False,True
20260808,118,True,unused_after_eval_cap,False,False,True
20260808,119,True,unused_after_eval_cap,False,False,True
20260808,120,True,evaluation,False,True,False
20260808,121,True,evaluation,False,True,False
20260808,122,True,evaluation,False,True,False
20260808,123,True,rank_training,True,False,False
20260808,124,True,rank_training,True,False,False
20260808,125,True,evaluation,False,True,False
20260808,126,True,unused_after_eval_cap,False,False,True
20260808,127,True,evaluation,False,True,False
20260808,128,True,evaluation,False,True,False
20260808,129,True,evaluation,False,True,False
20260808,130,True,evaluation,False,True,False
20260808,131,True,rank_training,True,False,False
20260808,132,True,evaluation,False,True,False
20260808,134,True,unused_after_eval_cap,False,False,True
20260808,135,True,evaluation,False,True,False
20260808,136,True,rank_training,True,False,False
20260808,137,True,evaluation,False,True,False
20260808,138,True,unused_after_eval_cap,False,False,True
20260808,139,True,evaluation,False,True,False
20260808,140,True,evaluation,False,True,False
20260808,141,True,evaluation,False,True,False
20260808,142,True,evaluation,False,True,False
20260808,143,True,evaluation,False,True,False
20260808,144,True,rank_training,True,False,False
20260808,145,True,evaluation,False,True,False
20260808,146,True,evaluation,False,True,False
20260808,147,True,unused_after_eval_cap,False,False,True
20260808,148,True,evaluation,False,True,False
20260808,149,True,evaluation,False,True,False
20260808,150,True,evaluation,False,True,False
20260808,151,True,evaluation,False,True,False
20260808,152,True,evaluation,False,True,False
20260808,153,True,evaluation,False,True,False
20260808,154,True,evaluation,False,True,False
20260808,155,True,evaluation,False,True,False
20260808,156,True,rank_training,True,False,False
20260808,157,True,evaluation,False,True,False
20260808,159,True,rank_training,True,False,False
20260808,160,True,evaluation,False,True,False
20260808,161,True,evaluation,False,True,False
20260808,162,True,evaluation,False,True,False
20260808,163,True,evaluation,False,True,False
20260808,164,True,evaluation,False,True,False
20260808,165,True,unused_after_eval_cap,False,False,True
20260808,166,True,evaluation,False,True,False
20260808,167,True,rank_training,True,False,False
20260808,168,True,unused_after_eval_cap,False,False,True
20260808,169,True,evaluation,False,True,False
20260808,170,True,rank_training,True,False,False
20260808,171,True,rank_training,True,False,False
20260808,172,True,evaluation,False,True,False
20260808,173,True,unused_after_eval_cap,False,False,True
20260808,174,True,rank_training,True,False,False
20260808,175,True,evaluation,False,True,False
20260808,176,True,rank_training,True,False,False
20260808,177,True,rank_training,True,False,False
20260808,178,True,unused_after_eval_cap,False,False,True
20260808,179,True,evaluation,False,True,False
20260808,180,True,unused_after_eval_cap,False,False,True
20260808,181,True,unused_after_eval_cap,False,False,True
20260808,182,True,evaluation,False,True,False
20260808,183,True,evaluation,False,True,False
20260808,184,True,evaluation,False,True,False
20260808,185,True,rank_training,True,False,False
20260808,186,True,evaluation,False,True,False
20260808,187,True,evaluation,False,True,False
20260808,188,True,evaluation,False,True,False
20260808,189,True,unused_after_eval_cap,False,False,True
20260808,190,True,evaluation,False,True,False
20260808,191,True,evaluation,False,True,False
20260808,192,True,evaluation,False,True,False
20260808,193,True,rank_training,True,False,False
20260808,194,True,evaluation,False,True,False
20260808,195,True,evaluation,False,True,False
20260808,196,True,rank_training,True,False,False
20260808,197,True,evaluation,False,True,False
20260808,198,True,evaluation,False,True,False
20260808,199,True,evaluation,False,True,False
20260808,200,True,rank_training,True,False,False
20260808,201,True,rank_training,True,False,False
20260808,202,True,evaluation,False,True,False
20260808,203,True,unused_after_eval_cap,False,False,True
20260808,204,True,unused_after_eval_cap,False,False,True
20260808,205,True,evaluation,False,True,False
20260808,206,True,evaluation,False,True,False
20260808,207,True,evaluation,False,True,False
20260808,208,True,rank_training,True,False,False
20260808,209,True,unused_after_eval_cap,False,False,True
20260808,210,True,unused_after_eval_cap,False,False,True
20260808,211,True,evaluation,False,True,False
20260808,212,True,evaluation,False,True,False
20260808,213,True,unused_after_eval_cap,False,False,True
20260808,214,True,evaluation,False,True,False
20260808,215,True,unused_after_eval_cap,False,False,True
20260808,216,True,evaluation,False,True,False
20260808,217,True,unused_after_eval_cap,False,False,True
20260808,219,True,evaluation,False,True,False
20260808,220,True,evaluation,False,True,False
20260808,221,True,evaluation,False,True,False
20260808,222,True,evaluation,False,True,False
20260808,223,True,evaluation,False,True,False
20260808,224,True,unused_after_eval_cap,False,False,True
20260808,225,True,rank_training,True,False,False
20260808,226,True,unused_after_eval_cap,False,False,True
20260808,227,True,evaluation,False,True,False
20260808,229,True,unused_after_eval_cap,False,False,True
20260808,230,True,rank_training,True,False,False
